Ngành,Chỉ số,2021,2022,2023,2024
Du lịch & Giải trí,ROE (%),0.0530381429,0.016574738,-0.0173794129,0.0031273724
Du lịch & Giải trí,ROA (%),0.0396890346,0.0135202666,-0.0151766643,0.0027451506
Du lịch & Giải trí,Số ngày thu tiền bình quân,34.9381153458,32.8597884709,32.3318195296,32.3274341235
Du lịch & Giải trí,Số ngày tồn kho bình quân,0.3213619268,0.7103735469,0.682730881,0.4398701606
Du lịch & Giải trí,Chỉ số thanh toán nhanh,1.4001629922,2.5243563857,1.8437635784,3.2798983042
Du lịch & Giải trí,Số ngày thanh toán bình quân,95.34340528,49.9459210991,32.0978329469,32.4329609479
Du lịch & Giải trí,Biên lợi nhuận gộp (%),0.1056865497,0.121800914,0.0542701903,0.0621149018
Du lịch & Giải trí,Biên EBIT (%),0.0526745064,0.0324836166,-0.014301772,0.0129251094
Du lịch & Giải trí,Biên lợi nhuận ròng (%),0.0581248631,0.0164007129,-0.0133041747,0.0028697926
Du lịch & Giải trí,Chỉ số thanh toán hiện thời,1.4007958452,2.5454631071,1.8581275736,3.2892207502
Du lịch & Giải trí,Quay vòng tài sản,0.6828237079,0.8599602411,0.990710577,1.042397349
Du lịch & Giải trí,(Vay NH + DH)/VCSH,0.0183379918,0.0,0.0,0.0
Du lịch & Giải trí,ROIC (%),0.192236097,0.1704440173,0.0320754465,0.3284803863
Du lịch & Giải trí,Vòng quay TSCĐ,2211.95,4235.092,33129.57,476.8918
Sản xuất & Phân phối Điện,Chu kỳ tiền,37.9743839547,44.2521811157,81.0100248114,86.6531046496
Sản xuất & Phân phối Điện,Tăng trưởng lợi nhuận (%),0.13355795725550437,0.3612862162801358,-0.3943448240086217,-0.28135329447914414
Sản xuất & Phân phối Điện,Lợi nhuận sau thuế của Cổ đông công ty mẹ,18094731985186.0,24632109238717.0,14918564456014.0,10721177197415.0
Sản xuất & Phân phối Điện,Tăng trưởng doanh thu (%),-0.11803968513187899,0.2219329185625056,-0.016188014589827406,-0.1354261696232497
Sản xuất & Phân phối Điện,Doanh thu,155447264065969.0,189946129062686.0,186871278354138.0,161564016914037.0
Sản xuất & Phân phối Điện,Vốn hóa,229659920146693.0,161258387125521.0,183951849750483.0,220881499522688.0
Sản xuất & Phân phối Điện,EPS (VND),1891.5442116461477,2880.8352277680797,1685.704144196677,1065.5063828408524
Sản xuất & Phân phối Điện,P/E,15.5287602255,9.2846673488,15.8220727552,20.0553139662
Sản xuất & Phân phối Điện,P/B,1.6777139873,1.3163101084,1.5431440421,1.5013433519
Sản xuất & Phân phối Điện,P/S,2.3984680069,2.2906765701,3.6611766096,3.942218951
Sản xuất & Phân phối Điện,P/Cash Flow,12.6762479018,26.273469097,4.7188388174,14.4239799113
Sản xuất & Phân phối Điện,Số CP lưu hành,9566116337.0,8550336028.0,8850049107.0,10062048778.0
Sản xuất & Phân phối Điện,EV/EBITDA,6.5614131743,6.379023092,6.7687168938,10.3652600832
Sản xuất & Phân phối Điện,BVPS (VND),14513.0715856754,14928.335892359,14081.1512394583,15727.0799655224
Sản xuất & Phân phối Điện,Chỉ số thanh toán tiền mặt,0.4444935973,0.5294686936,0.2391596553,0.5538859281
Sản xuất & Phân phối Điện,Nợ/VCSH,1.1966354586,0.8860027055,0.9855750534,0.8978297605
Sản xuất & Phân phối Điện,ROE (%),0.1243313355,0.1709119233,0.1303842569,0.0966472535
Sản xuất & Phân phối Điện,ROA (%),0.0619755106,0.1091087221,0.0832186046,0.0650482759
Sản xuất & Phân phối Điện,Số ngày thu tiền bình quân,86.0574187386,86.1099694512,124.1121361741,132.6890152807
Sản xuất & Phân phối Điện,Số ngày tồn kho bình quân,32.0942053237,21.0434731142,21.2227735483,33.0070788
Sản xuất & Phân phối Điện,Chỉ số thanh toán nhanh,1.8029239657,2.3021287144,1.465465979,2.0152830762
Sản xuất & Phân phối Điện,Số ngày thanh toán bình quân,80.1772401076,62.9012614497,64.324884911,79.0429894311
Sản xuất & Phân phối Điện,Biên lợi nhuận gộp (%),0.2517317067,0.349693048,0.3360658053,0.3196213886
Sản xuất & Phân phối Điện,Biên EBIT (%),0.2251331447,0.3174610719,0.2994619501,0.275080665
Sản xuất & Phân phối Điện,Biên lợi nhuận ròng (%),0.1751396827,0.2586802672,0.2350062048,0.219317942
Sản xuất & Phân phối Điện,Chỉ số thanh toán hiện thời,2.0277563605,2.4343250071,1.5928784038,2.1714535104
Sản xuất & Phân phối Điện,Quay vòng tài sản,0.5046919409,0.5966877999,0.5439084623,0.4809292248
Sản xuất & Phân phối Điện,(Vay NH + DH)/VCSH,0.9967704654,0.6890454377,0.6958975091,0.6663562288
Sản xuất & Phân phối Điện,ROIC (%),0.4444935973,0.5294686936,0.2391596553,0.5538859281
Sản xuất & Phân phối Điện,Vòng quay TSCĐ,1.190264,1.468851,1.49689,1.546982
Bia và đồ uống,Chu kỳ tiền,-4.1767967782,-4.1849951129,6.3010450393,7.2898593062
Bia và đồ uống,Tăng trưởng lợi nhuận (%),-0.22834180886976885,0.42179206835054056,-0.23879481894497873,0.018101754706398347
Bia và đồ uống,Lợi nhuận sau thuế của Cổ đông công ty mẹ,4613651699661.0,6559653392710.0,4993242148456.0,5083628593017.0
Bia và đồ uống,Tăng trưởng doanh thu (%),-0.06782969428804621,0.3021077124867115,-0.09927101862187823,0.0518459068902938
Bia và đồ uống,Doanh thu,48731384995898.0,63453512243318.0,57154417447788.0,60117640053155.0
Bia và đồ uống,Vốn hóa,122194246953058.0,134155109911970.0,88645628069800.0,78415002402376.0
Bia và đồ uống,EPS (VND),3978.517367704052,5656.185459349986,2643.9741393680806,2691.8304916455654
Bia và đồ uống,P/E,26.3502081375,20.3853419388,17.181611137,16.1557890483
Bia và đồ uống,P/B,4.0540827414,4.0669049096,2.4590553668,2.2854221807
Bia và đồ uống,P/S,3.498378078,3.1086815224,2.1285733565,1.7431506461
Bia và đồ uống,P/Cash Flow,26.9551423161,24.9178205275,33.4494181658,14.6592635673
Bia và đồ uống,Số CP lưu hành,1159640960.0,1159730960.0,1888536682.0,1888539642.0
Bia và đồ uống,EV/EBITDA,22.4377118464,18.1434280959,15.5290996879,10.8579562572
Bia và đồ uống,BVPS (VND),27729.8586437832,30271.3745180029,20119.284812183,19136.4348582761
Bia và đồ uống,Chỉ số thanh toán tiền mặt,0.4770129931,0.4270809384,0.6135152627,0.5240427104
Bia và đồ uống,Nợ/VCSH,0.3823931384,0.4077267501,0.3561840507,0.3904029195
Bia và đồ uống,ROE (%),0.1568140025,0.2118167806,0.1615672245,0.1617605792
Bia và đồ uống,ROA (%),0.1168367696,0.1525936135,0.1104710601,0.1128913706
Bia và đồ uống,Số ngày thu tiền bình quân,2.4521413964,3.1301311273,7.0481294325,7.6034242414
Bia và đồ uống,Số ngày tồn kho bình quân,33.523586505,31.5836550653,41.2357499933,37.7085419981
Bia và đồ uống,Chỉ số thanh toán nhanh,2.6887198562,2.5907774577,2.7918173978,2.5349139287
Bia và đồ uống,Số ngày thanh toán bình quân,40.1525246796,38.8987813055,41.9828343865,38.0221069333
Bia và đồ uống,Biên lợi nhuận gộp (%),0.2769962831,0.2992221807,0.2806319019,0.2735116373
Bia và đồ uống,Biên EBIT (%),0.1203877013,0.1467044341,0.1107712884,0.118596674
Bia và đồ uống,Biên lợi nhuận ròng (%),0.1345016709,0.1472042212,0.123815999,0.1193688679
Bia và đồ uống,Chỉ số thanh toán hiện thời,2.9279921632,2.8531955366,3.0993453921,2.8034451594
Bia và đồ uống,Quay vòng tài sản,0.9367435078,1.1071089748,0.9559525859,1.0235736922
Bia và đồ uống,(Vay NH + DH)/VCSH,0.0395419379,0.0471905073,0.0379459243,0.0281702872
Bia và đồ uống,ROIC (%),0.4770129931,0.4270809384,0.6135152627,0.5240427104
Bia và đồ uống,Vòng quay TSCĐ,5.264678,7.508754,6.865001,8.022229
Kim loại,Chu kỳ tiền,129.0357694629,128.9847639548,111.1451527186,95.6327810287
Kim loại,Tăng trưởng lợi nhuận (%),-0.5122888008841929,0.5179681823390425,0.8332970756967143,0.22766695472399406
Kim loại,Lợi nhuận sau thuế của Cổ đông công ty mẹ,1246768160646.0,1892554398614.0,3469614444576.0,4259530999239.0
Kim loại,Tăng trưởng doanh thu (%),0.17056891725874074,0.021270551683315958,0.09265164813208857,-0.031212816215546196
Kim loại,Doanh thu,130132644613028.0,132900637755956.0,145214100881851.0,140681559839120.0
Kim loại,Vốn hóa,21158842602000.0,35393282167800.0,31936729046000.0,41959053630858.0
Kim loại,EPS (VND),901.6592965558482,1337.6297079924911,2260.19933230657,1602.2230745771703
Kim loại,P/E,15.0391477885,23.6539823696,9.7392127987,10.2477023385
Kim loại,P/B,1.5629909184,2.5979837997,2.0133831722,1.6560870001
Kim loại,P/S,0.4363409114,0.8384057616,0.6262228206,0.5324746013
Kim loại,P/Cash Flow,2.1451272255,2.7446245505,5.6399639195,3.0887473579
Kim loại,Số CP lưu hành,1382748634.0,1414856733.0,1535092235.0,2658513079.0
Kim loại,EV/EBITDA,34.8010479186,13.8552262799,6.9132387631,6.1578541153
Kim loại,BVPS (VND),20239.7979839957,20091.7184733926,20532.4287920699,13993.3616999031
Kim loại,Chỉ số thanh toán tiền mặt,0.1496329543,0.1651698226,0.2084053952,0.1602967927
Kim loại,Nợ/VCSH,1.7614127024,1.8423731544,1.5443894605,1.7130640105
Kim loại,ROE (%),0.1025292256,0.1742302343,0.2267589479,0.1679391412
Kim loại,ROA (%),0.0409352569,0.069669991,0.1018145126,0.0864813393
Kim loại,Số ngày thu tiền bình quân,33.4507327551,27.4066373167,22.8135931568,24.8098914275
Kim loại,Số ngày tồn kho bình quân,125.7116332734,139.6386320668,125.1783983919,103.1769383524
Kim loại,Chỉ số thanh toán nhanh,0.5156342524,0.3952791775,0.4569905849,0.4980537642
Kim loại,Số ngày thanh toán bình quân,30.1265965656,38.0605054287,36.8468388301,32.3540487512
Kim loại,Biên lợi nhuận gộp (%),0.1160089133,0.1410794353,0.1627675136,0.1414201597
Kim loại,Biên EBIT (%),0.075529721,0.104208226,0.1203789215,0.0967157818
Kim loại,Biên lợi nhuận ròng (%),0.0384402296,0.0711450444,0.0897653491,0.0704624737
Kim loại,Chỉ số thanh toán hiện thời,1.2327853157,1.0780348461,1.2053080216,1.1289892094
Kim loại,Quay vòng tài sản,1.340135484,1.2025614497,1.3048154432,1.3235390536
Kim loại,(Vay NH + DH)/VCSH,1.2853654071,1.2385522972,1.1342565279,1.2227612478
Kim loại,ROIC (%),0.1496329543,0.1651698226,0.2084053952,0.1602967927
Kim loại,Vòng quay TSCĐ,4.9082573398,3.6901494608,3.9623619066,6.0796316078
Hàng hóa giải trí,Chu kỳ tiền,177.2907191675,88.9820321977,190.5224432715,295.3239759286
Hàng hóa giải trí,Tăng trưởng lợi nhuận (%),-0.5338339739898751,-0.3932373603230892,0.4661913169687385,-0.9191637253720839
Hàng hóa giải trí,Lợi nhuận sau thuế của Cổ đông công ty mẹ,130289922707.0,79055057425.0,115909838759.0,9369719558.0
Hàng hóa giải trí,Tăng trưởng doanh thu (%),-0.7222707930084307,0.3677018988084946,-0.41777572077006,-0.7575382365660892
Hàng hóa giải trí,Doanh thu,1039278309501.0,1421422917295.0,827586933503.0,200658187292.0
Hàng hóa giải trí,Vốn hóa,4930315554000.0,272615131800.0,229446767600.0,397835970000.0
Hàng hóa giải trí,EPS (VND),3346.828183104824,5289.953012765068,7550.666190973817,611.3314596148354
Hàng hóa giải trí,P/E,19.3780338236,4.0641696917,13.5955579321,42.4597521342
Hàng hóa giải trí,P/B,3.8359690739,1.33818165,1.1227802144,1.9858307574
Hàng hóa giải trí,P/S,33.7277993273,0.9594842266,1.8975506901,2.4740556326
Hàng hóa giải trí,P/Cash Flow,287.7634388439,33.8233052871,32.8661397224,-3.9091328112
Hàng hóa giải trí,Số CP lưu hành,38929373.0,14944378.0,15350942.0,15326742.0
Hàng hóa giải trí,EV/EBITDA,1125.4778917878,9.735642247,14.1842113178,17.1243178372
Hàng hóa giải trí,BVPS (VND),33478.6551117584,14411.34137841,14084.3479697858,13869.7597075752
Hàng hóa giải trí,Chỉ số thanh toán tiền mặt,0.3356833173,0.2582027712,0.8430536232,0.3131654662
Hàng hóa giải trí,Nợ/VCSH,0.1368525297,0.8096750747,0.2076397442,1.1235858867
Hàng hóa giải trí,ROE (%),0.0637542799,0.3189492832,0.0815779282,0.0475710784
Hàng hóa giải trí,ROA (%),0.0567970442,0.1827824913,0.05427337,0.0271552019
Hàng hóa giải trí,Số ngày thu tiền bình quân,34.4835288665,62.3639856334,282.2885583012,85.489731989
Hàng hóa giải trí,Số ngày tồn kho bình quân,148.3056215641,56.1495305677,110.4103305176,289.5552303096
Hàng hóa giải trí,Chỉ số thanh toán nhanh,15.5020465492,6.3938602705,6.4104342541,6.7191908267
Hàng hóa giải trí,Số ngày thanh toán bình quân,5.4984312631,29.5314840034,202.1764455473,79.72098637
Hàng hóa giải trí,Biên lợi nhuận gộp (%),0.0377781744,0.2359466871,0.4130316277,0.2820543672
Hàng hóa giải trí,Biên EBIT (%),0.0213058439,0.0817147795,0.0989605339,-0.0036148981
Hàng hóa giải trí,Biên lợi nhuận ròng (%),0.1142801557,0.1474644976,0.1511595115,0.0689819221
Hàng hóa giải trí,Chỉ số thanh toán hiện thời,15.5104343092,6.4836441592,6.9100325262,7.654887464
Hàng hóa giải trí,Quay vòng tài sản,0.503534697,1.8326179787,0.3962397821,0.6092140969
Hàng hóa giải trí,(Vay NH + DH)/VCSH,0.0610912844,0.031927057,0.0,0.5191277295
Hàng hóa giải trí,ROIC (%),0.3356833173,0.2582027712,0.8430536232,0.3131654662
Hàng hóa giải trí,Vòng quay TSCĐ,23.76565,28.29961,9.172396,9.407034
Hàng gia dụng,Chu kỳ tiền,211.8743180184,192.0345488575,212.1281503683,240.0727846843
Hàng gia dụng,Tăng trưởng lợi nhuận (%),0.1707438386233087,-0.12964412085208574,0.009575545647261126,-0.03572544747169705
Hàng gia dụng,Lợi nhuận sau thuế của Cổ đông công ty mẹ,722877589844.0,629160760225.0,635185317804.0,612493038098.0
Hàng gia dụng,Tăng trưởng doanh thu (%),0.053045716615055846,-0.17551055582051445,0.1317516023888467,-0.007401708612096173
Hàng gia dụng,Doanh thu,11254566896740.0,9279271605174.0,10501830508157.0,10424099018842.0
Hàng gia dụng,Vốn hóa,6772837224500.0,3832956463416.0,4569274553567.0,4614457698600.0
Hàng gia dụng,EPS (VND),3551.4668769215955,4017.1753270862746,4035.605369436063,2650.080986737827
Hàng gia dụng,P/E,11.476114546,6.3334134474,7.2021460461,7.5136335812
Hàng gia dụng,P/B,1.6209130368,0.8011789985,0.8881560301,0.7490756746
Hàng gia dụng,P/S,1.3668748399,0.7005199712,0.6154377001,0.6007542035
Hàng gia dụng,P/Cash Flow,-28.9700447644,93.4244516679,-2.7674334046,4.9234528415
Hàng gia dụng,Số CP lưu hành,203543385.0,156617700.0,157395300.0,231122385.0
Hàng gia dụng,EV/EBITDA,8.9586400916,9.3458803243,18.4185718909,7.8218770612
Hàng gia dụng,BVPS (VND),21544.7911126466,30622.3126360941,32768.6461767664,26751.2079056946
Hàng gia dụng,Chỉ số thanh toán tiền mặt,0.1745096243,0.1476856929,0.1318794175,0.2772592052
Hàng gia dụng,Nợ/VCSH,1.6712772148,1.1721822798,1.3225450477,1.2121712338
Hàng gia dụng,ROE (%),0.2137071326,0.191657154,0.1654341688,0.1544960153
Hàng gia dụng,ROA (%),0.0780928539,0.0823226469,0.0693493535,0.0661163966
Hàng gia dụng,Số ngày thu tiền bình quân,129.4988236594,137.814328059,161.1368807819,159.9217483144
Hàng gia dụng,Số ngày tồn kho bình quân,142.6560917595,114.1547190673,103.1049916509,122.8414588607
Hàng gia dụng,Chỉ số thanh toán nhanh,1.4437908112,1.3618869646,1.3846166267,1.616274531
Hàng gia dụng,Số ngày thanh toán bình quân,60.2805974005,59.9344982688,52.1137220645,42.6904224908
Hàng gia dụng,Biên lợi nhuận gộp (%),0.2667341687,0.266242267,0.2382941427,0.2335109322
Hàng gia dụng,Biên EBIT (%),0.0780411626,0.0939011409,0.0755543307,0.0803501867
Hàng gia dụng,Biên lợi nhuận ròng (%),0.0764556028,0.0775930751,0.0640379409,0.0703610061
Hàng gia dụng,Chỉ số thanh toán hiện thời,1.9851979277,1.8444838016,1.7646794661,2.16908518
Hàng gia dụng,Quay vòng tài sản,1.0153699613,1.0248550998,1.0349140142,0.9009117919
Hàng gia dụng,(Vay NH + DH)/VCSH,0.8984065879,0.6419278799,0.8576354733,0.835195451
Hàng gia dụng,ROIC (%),0.1745096243,0.1476856929,0.1318794175,0.2772592052
Hàng gia dụng,Vòng quay TSCĐ,12.7255,14.34615,19.48952,19.42638
Sản xuất Dầu khí,Chu kỳ tiền,25.2415568094,18.5239250806,22.6901443609,21.3087865281
Sản xuất Dầu khí,Tăng trưởng lợi nhuận (%),6.22979131721289,0.6563036575637564,-0.28409854704426585,-0.6735955111635132
Sản xuất Dầu khí,Lợi nhuận sau thuế của Cổ đông công ty mẹ,10159229570695.0,16826769095972.0,12046308444357.0,3931969150147.0
Sản xuất Dầu khí,Tăng trưởng doanh thu (%),0.41412032133314,0.7542663049684005,-0.08920821672196877,0.014197222310127435
Sản xuất Dầu khí,Doanh thu,328068088174494.0,575518792819917.0,524177787622472.0,531619656203379.0
Sản xuất Dầu khí,Vốn hóa,170097370508844.0,104177232322662.0,117641142031360.0,121522636026450.0
Sản xuất Dầu khí,EPS (VND),1879.4866967188757,3113.0006901178963,2228.601717107605,727.4256042926245
Sản xuất Dầu khí,P/E,16.7577835004,6.1799436195,9.7720930045,30.904744813
Sản xuất Dầu khí,P/B,2.3395896851,1.2109413539,1.2556765417,1.3215557765
Sản xuất Dầu khí,P/S,0.5923816013,0.209117744,0.285618609,0.3144199919
Sản xuất Dầu khí,P/Cash Flow,120.8497981735,8.3062738085,4.5337562855,-344.1764829979
Sản xuất Dầu khí,Số CP lưu hành,5405321351.0,5405321351.0,5405321351.0,5405321351.0
Sản xuất Dầu khí,EV/EBITDA,13.9364035186,10.3893655583,10.6448478782,21.5449042561
Sản xuất Dầu khí,BVPS (VND),14246.9121442284,16710.3852628744,18102.7382396786,17813.6782925545
Sản xuất Dầu khí,Chỉ số thanh toán tiền mặt,0.3841318838,0.5398355322,0.4320674735,0.5739716336
Sản xuất Dầu khí,Nợ/VCSH,1.0609666661,1.1324000014,1.1586405402,1.2937631535
Sản xuất Dầu khí,ROE (%),0.1445542576,0.1807700973,0.1309835962,0.0554808717
Sản xuất Dầu khí,ROA (%),0.0737469726,0.1044134728,0.0696606284,0.019376416
Sản xuất Dầu khí,Số ngày thu tiền bình quân,27.0394827462,21.0715256585,26.9933393763,27.4237789248
Sản xuất Dầu khí,Số ngày tồn kho bình quân,30.1725576858,24.7329472326,32.2632987988,32.5275683715
Sản xuất Dầu khí,Chỉ số thanh toán nhanh,1.0685440077,1.1607367815,1.3909693373,1.3090743622
Sản xuất Dầu khí,Số ngày thanh toán bình quân,31.9704836226,27.2805478105,36.5664938142,38.6425607682
Sản xuất Dầu khí,Biên lợi nhuận gộp (%),0.0732625657,0.0658935385,0.059419257,0.0305651131
Sản xuất Dầu khí,Biên EBIT (%),0.0388339917,0.0421481995,0.0314106647,0.0013993887
Sản xuất Dầu khí,Biên lợi nhuận ròng (%),0.0407745086,0.0435887756,0.0347197936,0.0073209135
Sản xuất Dầu khí,Chỉ số thanh toán hiện thời,1.4248119801,1.6456620789,1.8030626295,1.6877121925
Sản xuất Dầu khí,Quay vòng tài sản,2.1510336514,3.3764340227,2.6161504839,2.4563088904
Sản xuất Dầu khí,(Vay NH + DH)/VCSH,0.4075629233,0.3450294268,0.42557822,0.4580264632
Sản xuất Dầu khí,ROIC (%),0.3841318838,0.5398355322,0.4320674735,0.5739716336
Sản xuất Dầu khí,Vòng quay TSCĐ,8.542439,15.98376,14.79698,16.36928
Bảo hiểm nhân thọ,Chu kỳ tiền,58.6752661116,55.5340673569,71.5027350396,76.9820953263
Bảo hiểm nhân thọ,Tăng trưởng lợi nhuận (%),0.12700421124169722,-0.44348037237810706,0.8886061866090695,-0.2795013931944272
Bảo hiểm nhân thọ,Lợi nhuận sau thuế của Cổ đông công ty mẹ,2786953257420.0,1550994189019.0,2929217220776.0,2110496926600.0
Bảo hiểm nhân thọ,Tăng trưởng doanh thu (%),,,,
Bảo hiểm nhân thọ,Doanh thu,,,,
Bảo hiểm nhân thọ,Vốn hóa,45652849986000.0,35965537915800.0,31734298161000.0,39565803321200.0
Bảo hiểm nhân thọ,EPS (VND),3754.3685746649153,2089.3798011278554,3946.0156185860956,2843.098755624312
Bảo hiểm nhân thọ,P/E,24.2559426168,23.5012244409,18.4206522481,18.9743599597
Bảo hiểm nhân thọ,P/B,2.1543970797,1.7631836252,1.4913429574,1.7549734294
Bảo hiểm nhân thọ,P/S,1.2238934292,0.8837052551,0.7926775526,0.9925643646
Bảo hiểm nhân thọ,P/Cash Flow,3.7682601903,3.6838498003,3.9030775028,4.2889318129
Bảo hiểm nhân thọ,Số CP lưu hành,742322764.0,742322764.0,742322764.0,742322764.0
Bảo hiểm nhân thọ,EV/EBITDA,-5.4556689757,-5.8853714034,-3.6967687482,-5.8997420667
Bảo hiểm nhân thọ,BVPS (VND),0.0,0.0,0.0,0.0
Bảo hiểm nhân thọ,Chỉ số thanh toán tiền mặt,0.3775980976,0.1576148478,0.2608013439,0.1253890693
Bảo hiểm nhân thọ,Nợ/VCSH,6.695382845,8.4693573091,8.9655754634,9.6871291078
Bảo hiểm nhân thọ,ROE (%),0.0885305015,0.0706581921,0.0826868281,0.0950294175
Bảo hiểm nhân thọ,ROA (%),0.0120075836,0.0082474277,0.0081479317,0.0088297231
Bảo hiểm nhân thọ,Số ngày thu tiền bình quân,58.6752661116,55.5340673569,71.5027350396,76.9820953263
Bảo hiểm nhân thọ,Số ngày tồn kho bình quân,0.0,0.0,0.0,0.0
Bảo hiểm nhân thọ,Chỉ số thanh toán nhanh,4.5757623929,3.5997168832,3.9619511785,2.9643304153
Bảo hiểm nhân thọ,Số ngày thanh toán bình quân,0.0,0.0,0.0,0.0
Bảo hiểm nhân thọ,Biên lợi nhuận gộp (%),0.0,0.0,0.0,0.0
Bảo hiểm nhân thọ,Biên EBIT (%),-0.1700885278,-0.1548846293,-0.1541043976,-0.1788833226
Bảo hiểm nhân thọ,Biên lợi nhuận ròng (%),0.0543994049,0.0394016289,0.0449057302,0.0541122362
Bảo hiểm nhân thọ,Chỉ số thanh toán hiện thời,4.5822880706,3.6037647384,3.9656373856,2.9667885274
Bảo hiểm nhân thọ,Quay vòng tài sản,0.2331496588,0.2193317835,0.1893458655,0.1687934301
Bảo hiểm nhân thọ,(Vay NH + DH)/VCSH,0.1259195621,0.0503861272,0.1520022161,0.1238047925
Bảo hiểm nhân thọ,ROIC (%),0.3775980976,0.1576148478,0.2608013439,0.1253890693
Bảo hiểm nhân thọ,Vòng quay TSCĐ,0.0,0.0,0.0,0.0
Thiết bị và Phần cứng,Chu kỳ tiền,175.9209653167,153.6590876256,138.9286908292,81.3013151355
Thiết bị và Phần cứng,Tăng trưởng lợi nhuận (%),-0.02161249379799208,-0.8907260835464423,0.9208211965578089,0.9710450987658029
Thiết bị và Phần cứng,Lợi nhuận sau thuế của Cổ đông công ty mẹ,475827527442.0,51995537480.0,99874130518.0,196856415451.0
Thiết bị và Phần cứng,Tăng trưởng doanh thu (%),-0.05390448614007246,-0.2709227382749216,0.013300651660135488,0.38203463638657476
Thiết bị và Phần cứng,Doanh thu,7117593454892.0,5189275546165.0,5258296292573.0,7267147604719.0
Thiết bị và Phần cứng,Vốn hóa,9021472092000.0,3475235317950.0,4852193367380.0,5530992365630.0
Thiết bị và Phần cứng,EPS (VND),989.4354606254293,105.96485994158154,195.96500493874373,373.3218099672579
Thiết bị và Phần cứng,P/E,23.8528843877,60.2115337294,44.3596838015,28.9530309238
Thiết bị và Phần cứng,P/B,1.3688252044,0.6322256209,0.8768861611,0.9700285256
Thiết bị và Phần cứng,P/S,3.203723329,0.915696848,1.4168720714,1.6780471018
Thiết bị và Phần cứng,P/Cash Flow,-8.1479725911,0.9442317214,13.0382704603,187.9212316797
Thiết bị và Phần cứng,Số CP lưu hành,480908100.0,490686606.0,509652887.0,527310246.0
Thiết bị và Phần cứng,EV/EBITDA,1215.6440506862,80.8099725278,50.4971254316,34.0118551497
Thiết bị và Phần cứng,BVPS (VND),14870.8922302873,12685.6993353921,12561.9579793806,12446.0630948673
Thiết bị và Phần cứng,Chỉ số thanh toán tiền mặt,0.5129020816,0.2878025582,0.3316308716,0.4533717073
Thiết bị và Phần cứng,Nợ/VCSH,0.6382907961,0.5968204661,0.5614812354,0.522885949
Thiết bị và Phần cứng,ROE (%),0.040526726,0.0146457324,0.038016141,0.0540977075
Thiết bị và Phần cứng,ROA (%),0.0248210827,0.0090886879,0.0230903685,0.0289734261
Thiết bị và Phần cứng,Số ngày thu tiền bình quân,151.1373899478,119.5203121744,137.9633832382,166.24054129
Thiết bị và Phần cứng,Số ngày tồn kho bình quân,96.7223954091,84.8972879794,79.5598985914,55.7355942425
Thiết bị và Phần cứng,Chỉ số thanh toán nhanh,1.6136916714,1.6032844424,1.4354632448,1.5028653031
Thiết bị và Phần cứng,Số ngày thanh toán bình quân,71.9388200402,50.7585125282,78.5945910004,140.674820397
Thiết bị và Phần cứng,Biên lợi nhuận gộp (%),0.0733032015,0.1034451012,0.1260478313,0.1654889654
Thiết bị và Phần cứng,Biên EBIT (%),-0.008926076,0.0126814883,0.0281652314,0.0670952545
Thiết bị và Phần cứng,Biên lợi nhuận ròng (%),0.0783016349,0.0140827749,0.0430939857,0.0663315954
Thiết bị và Phần cứng,Chỉ số thanh toán hiện thời,1.8828973699,1.978815909,1.7126051379,1.7728513357
Thiết bị và Phần cứng,Quay vòng tài sản,0.4009925628,0.5598552745,0.5636617295,0.6135620116
Thiết bị và Phần cứng,(Vay NH + DH)/VCSH,0.3089767836,0.2582512981,0.1723435792,0.1609609111
Thiết bị và Phần cứng,ROIC (%),0.5129020816,0.2878025582,0.3316308716,0.4533717073
Thiết bị và Phần cứng,Vòng quay TSCĐ,6.007474,11.15454,8.870343,9.94429
Thuốc lá,Chu kỳ tiền,112.6666658132,153.0836934351,133.2524790899,124.7417949459
Thuốc lá,Tăng trưởng lợi nhuận (%),0.43136071952670946,-0.042217312216189365,0.05134268590641493,0.10486206170303043
Thuốc lá,Lợi nhuận sau thuế của Cổ đông công ty mẹ,163206864869.0,156316709699.0,164342429427.0,181575715402.0
Thuốc lá,Tăng trưởng doanh thu (%),0.1057908451548577,0.03872022468234514,0.25274740648806987,0.26136225499861565
Thuốc lá,Doanh thu,3298359224817.0,3426072435085.0,4292003357493.0,5413771033469.0
Thuốc lá,Vốn hóa,1770813510900.0,1119111130450.0,1240126569500.0,1597495025100.0
Thuốc lá,EPS (VND),1541.3156298989547,2535.031175588044,2665.1864849992307,2944.663434639303
Thuốc lá,P/E,12.8785585003,7.0869930388,7.5286046475,8.7464864116
Thuốc lá,P/B,0.8610735414,0.8765898227,0.9359352311,1.1599863462
Thuốc lá,P/S,1.2438574361,0.3556661361,0.4887385512,0.3297067796
Thuốc lá,P/Cash Flow,-32.6366286309,-3.9722765298,9.7918029762,-16.2950639498
Thuốc lá,Số CP lưu hành,105888023.0,61662638.0,61662638.0,61662638.0
Thuốc lá,EV/EBITDA,15.4930787521,3.6187872626,4.0641784097,3.9700534286
Thuốc lá,BVPS (VND),19421.6329621812,19171.4962056602,21488.1049406287,20763.9914603718
Thuốc lá,Chỉ số thanh toán tiền mặt,0.2533288582,0.0716129423,0.2741275012,0.0360656823
